filename,company,form_type,filing_date,year,source_file,statement_type,sheet_name,line_item,unnamed_2,unnamed_5,unnamed_8,unnamed_3,unnamed_6,unnamed_9,unnamed_11,unnamed_13,unnamed_14,unnamed_4,unnamed_7,unnamed_10,unnamed_12,unnamed_15,unnamed_18,unnamed_1,year_1,-44710,year_3,-5270,year_5,-30210,-1820,582,415,399,252230,213550,169980
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02,GSIT,10-K,2011-06-02,2011,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02.xlsx,income_statement,note 4income taxes,U.S. federal,4985.0,,,,2162.0,,,,,,,2416.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02,GSIT,10-K,2011-06-02,2011,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02.xlsx,income_statement,note 4income taxes,Foreign,267.0,,,,11.0,,,,,,,35.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02,GSIT,10-K,2011-06-02,2011,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02.xlsx,income_statement,note 4income taxes,State,503.0,,,,466.0,,,,,,,554.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02,GSIT,10-K,2011-06-02,2011,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02.xlsx,income_statement,note 4income taxes,U.S. federal,-851.0,,,,-223.0,,,,,,,273.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02,GSIT,10-K,2011-06-02,2011,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2011-06-02.xlsx,income_statement,note 4income taxes,State,81.0,,,,-221.0,,,,,,,320.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Net revenues,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Cost of revenues,55.6,54.2,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Gross profit,44.4,45.8,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Research and development,12.9,10.9,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,"Selling, general and administrative",23.5,11.0,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Total operating expenses,36.4,21.9,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Income from operations,8.0,23.9,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,"Interest and other income (expense), net",0.6,0.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Income before income taxes,8.6,24.4,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Provision for income taxes,0.5,5.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations,Net income,0.081,0.193,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations-1,Facilities and equipment leases,167000.0,,,,12000.0,,,,,,,,,,179000.0,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,results of operations-1,"Wafer, test and mask purchase obligations",6078000.0,,,,2001000.0,,,,,,,481000.0,,,8560000.0,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Net revenues,82540.0,,,,97763.0,,,,,,,67558.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Cost of revenues,45891.0,,,,53009.0,,,,,,,38342.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Gross profit,36649.0,,,,44754.0,,,,,,,29216.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Research and development,10637.0,,,,10632.0,,,,,,,9069.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,"Selling, general and administrative",19356.0,,,,10722.0,,,,,,,9534.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Total operating expenses,29993.0,,,,21354.0,,,,,,,18603.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Income from operations,6656.0,,,,23400.0,,,,,,,10613.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,"Interest income, net",541.0,,,,673.0,,,,,,,894.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,"Other income (expense), net",-16.0,,,,-212.0,,,,,,,1071.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Income before income taxes,7181.0,,,,23861.0,,,,,,,12578.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Provision for income taxes,425.0,,,,4985.0,,,,,,,2195.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Net income,6756.0,,,,18876.0,,,,,,,10383.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Basic,0.24,,,,0.67,,,,,,,0.38,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Diluted,0.23,,,,0.64,,,,,,,0.38,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Basic,28497.0,,,,28013.0,,,,,,,27105.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04,GSIT,10-K,2012-06-04,2012,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2012-06-04.xlsx,income_statement,operations,Diluted,29496.0,,,,29685.0,,,,,,,27688.0,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Net revenues,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Cost of revenues,55.4,56.7,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Gross profit,44.6,43.3,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Research and development,22.4,17.4,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,"Selling, general and administrative",32.1,20.7,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Total operating expenses,54.5,38.1,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Income (loss) from operations,-9.9,5.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,"Interest and other income (expense), net",0.6,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Income (loss) before income taxes,-9.3,5.9,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Provision for income taxes,1.3,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations,Net income,,0.057999999999999996,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations-1,Facilities and equipment leases,155000.0,98000.0,,,,,,,253000.0,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11,GSIT,10-K,2014-06-11,2014,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2014-06-11.xlsx,income_statement,results of operations-1,"Wafer, test and mask purchase obligations",,,,3508000.0,465000.0,,,,,,,,,3973000.0,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Net revenues,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Cost of revenues,53.0,55.4,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Gross profit,47.0,44.6,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Research and development,22.3,22.4,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,"Selling, general and administrative",36.0,32.1,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Total operating expenses,58.3,54.5,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Income (loss) from operations,-11.3,-9.9,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,"Interest and other income (expense), net",0.7,0.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Income (loss) before income taxes,-10.6,-9.3,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Provision for income taxes,-1.3,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,results of operations,Net income,,,0.057999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Net revenues,,,,,,,,,,58579.0,66014.0,,,,,53498.0,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Cost of revenues,28375.0,32469.0,37426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Gross profit,25123.0,26110.0,28588.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Research and development,11917.0,13110.0,11472.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,"Selling, general and administrative",19247.0,18814.0,13696.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Total operating expenses,31164.0,31924.0,25168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Income (loss) from operations,-6041.0,-5814.0,3420.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,"Interest income, net",324.0,387.0,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,"Other income (expense), net",64.0,-49.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Income (loss) before income taxes,-5653.0,-5476.0,3884.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Provision (benefit) for income taxes,-675.0,713.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Net income,,,,,,,,,,-6189.0,3846.0,,,,,-4978.0,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Basic,,,,,,,,,,-0.23,0.14,,,,,-0.2,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Diluted,,,,,,,,,,-0.23,0.14,,,,,-0.2,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Basic,25029.0,27505.0,27124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,operations,Diluted,25029.0,27505.0,28077.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,comprehensive income,Net income,-4978.0,-6189.0,3846.0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,comprehensive income,"Net unrealized loss on available-for-sale investments, net of tax",,,,-7.0,-12.0,-43.0,,,,,,,,,,,,,,,,,,,,,,,
GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11,GSIT,10-K,2015-06-11,2015,GSIT (GSI Technology Inc.) Annual report pursuant to Section 13 or 15(d) (10-K) 2015-06-11.xlsx,income_statement,comprehensive income,Net income,-4985.0,-6201.0,3803.0,,,,,,,,,,,,,,,,,,,,,,,,,,
